id,tags,label
25945,persona persona_4 shirogane_naoto yosiow 1girl areolae ass bare_legs blue_eyes blue_hair blush breasts cabbie_hat clothing erect_nipples female fundoshi hat headwear hip_focus hips jacket large_breasts legs looking_away nipples pantsu short_hair solo tsundere underwear wafuku androgynous crossdressing reverse_trap tomboy Rating:Explicit Score:5.0 Size:547x809 User:anonymous,tomboy
29906,mahou_sensei_negima! kasuga_misora minarai_zouhyou 1girl brown_eyes brown_hair clothing female footwear kneehighs panchira pantsu plaid plaid_skirt short_hair skirt socks solo tartan underwear white_panties white_underwear tomboy Rating:Explicit Score:0.0 Size:600x489 User:Desu,tomboy
47445,naruto naruto_(series) mitarashi_anko kishimoto_masashi monochrome official_art multiple_views character_sheet purple purple_theme 1girl armor breasts brown_eyes clothing dango eating female fishnets food footwear headband headwear jacket jewelry large_breasts miniskirt necklace ninja no_bra nopan open_clothes open_jacket purple_hair sandals skirt snake wagashi tomboy translated Rating:Questionable Score:5.0 Size:612x1024 User:anonymous,tomboy
48098,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto nonowa nekopuchi simple_background 1girl ahoge black_hair blue_eyes brown_hair crepe eating female food food_wrapper scarf short_hair solo upturned_eyes tomboy potential_duplicate Rating:Safe Score:5.0 Size:530x700 User:anonymous,tomboy
48344,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto nekopuchi 1girl ahoge black_hair blush female female_only happy overalls short_hair smile solo tomboy Rating:Safe Score:4.8 Size:548x692 User:anonymous,tomboy
48486,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto 1girl baseball_cap black_eyes black_hair clothing female hat headwear short_hair solo androgynous reverse_trap tomboy non-web_source Rating:Explicit Score:0.0 Size:531x566 User:anonymous,tomboy
48869,idolmaster idolmaster_(classic) idolmaster_live_for_you! kikuchi_makoto kisugi kisugi_akira 1girl ahoge band_uniform black_hair blush brown_eyes cheerleader clothing earrings female gloves jewelry kuchiki_matoko midriff short_hair skirt solo sportswear uniform tomboy potential_duplicate Rating:Explicit Score:0.0 Size:600x758 User:anonymous,tomboy
48995,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto nidy-2d- 4hands simple_background white_background character_name copyright_name 1girl ahoge black_hair blue_eyes clothing feet female footwear full_body plaid plaid_skirt school_uniform serafuku short_hair skirt smile socks solo tartan uniform tomboy potential_duplicate Rating:Explicit Score:0.0 Size:811x800 User:anonymous,tomboy
49549,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto nekopuchi 1girl baseball baseball_cap baseball_mitt black_hair brown_eyes clothing female hat headwear smile solo androgynous reverse_trap tomboy translated Rating:Safe Score:0.0 Size:584x734 User:anonymous,tomboy
49576,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto nekopuchi 1girl ahoge blue_eyes female fist hakama happy_new_year miko red_hakama short_hair solo wafuku androgynous tomboy Rating:Safe Score:4.5 Size:565x769 User:anonymous,tomboy
49931,idolmaster idolmaster_(classic) idolmaster_1 cool_&_sexy_(idolmaster) idolmaster_xenoglossia kikuchi_makoto brws 1girl ahoge black_hair female hands short_hair solo tomboy potential_duplicate Rating:Explicit Score:0.0 Size:530x773 User:anonymous,tomboy
50027,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto kisugi_akira 1girl ahoge black_hair blush brown_eyes female fireworks hairclip hair_ornament kimono robe sandals senkou_hanabi short_hair solo sparkler squatting traditional_clothes wafuku tomboy potential_duplicate Rating:Explicit Score:5.0 Size:550x769 User:anonymous,tomboy
50196,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto yokkora amanooni_touri 1girl ahoge armpits black_hair blue_eyes boots clothing cute_&_girly_(idolmaster) dress elbow_gloves female female_only footwear full_body gloves legs pettanko short_hair solo stretch tomboy bad_id bad_pixiv_id Rating:Explicit Score:0.0 Size:500x1000 User:anonymous,tomboy
50894,idolmaster idolmaster_(classic) idolmaster_1 kikuchi_makoto hamamoto_ryuusuke 2008 1girl ahoge animal_ears barefoot bare_shoulders black_eyes black_hair blush bottomless china_dress chinese_clothes clothes_pull covering covering_crotch dress dress_pull embarrassed fan feather_fan feet female folding_fan hand_on_ass holding holding_clothes holding_object kemonomimi_mode kneeling nekomimi nopan short_hair shy silver_eyes solo tail traditional_clothes tomboy Rating:Explicit Score:3.0 Size:842x595 User:anonymous,tomboy
64220,umihara_kawase umihara_kawase_(character) henyaan_(oreizm) noukyou_gyuunyuu uncensored 1:1_aspect_ratio monochrome greyscale low_resolution pov 1girl between_breasts blush breast_press breasts clothes_pull clothing female large_breasts male_pubic_hair paizuri penis pubic_hair semen semen_on_belly shirt shirt_lift shirt_pull short_hair sweat tomboy Rating:Explicit Score:3.6 Size:400x400 User:anonymous,tomboy
72813,tengen_toppa_gurren-lagann nia_teppelin yukimitsuki 1girl footwear multicolored_hair shoes short_hair shorts sneakers socks solo androgynous reverse_trap tomboy Rating:Explicit Score:5.0 Size:400x625 User:anonymous,tomboy
75986,final_fantasy final_fantasy_legend_of_the_crystals linaly_klauser ios censored mosaic_censoring 1girl arm_support blue_eyes blue_hair blush boots clothing crystal earrings female footwear insertion jewelry magatama object_insertion panties_around_one_leg pantsu panty_pull pubic_hair short_hair sitting solo spread_legs underwear underwear_pull vagina white_panties white_underwear androgynous loli tomboy contentious_content Rating:Explicit Score:0.0 Size:680x800 User:anonymous,tomboy
79999,fate_(series) fate/stay_night makidera_kaede celebi_ryousangata bakutendou simple_background white_background 1girl dark_skin dark-skinned_female female long_sleeves nopan pantyhose sforce short_hair solo thighhighs androgynous loli tomboy contentious_content Rating:Explicit Score:4.0 Size:420x594 User:anonymous,tomboy
81823,eroe 1girl blush bottomless clothes_pull clothing dark_skin female footwear megane nakadashi one-piece_tan pettanko semen sex shirt shirt_lift shirt_pull socks solo_focus sweat tanlines tanned vaginal loli tomboy contentious_content Rating:Explicit Score:4.4 Size:480x633 User:anonymous,tomboy
87254,code_geass chiba_nagisa 1girl about_to_be_raped black_bra black_hair black_panties black_underwear blush bra breasts chiba cleavage clothing female gloves lace lace_trim lace-trimmed_bra lace-trimmed_panties lingerie long_sleeves lying medium_breasts open_clothes open_shirt pants pants_pull pantsu shirt short_hair solo underwear undressing tomboy Rating:Explicit Score:5.0 Size:500x600 User:anonymous,tomboy
116700,uncensored 1girl anal anal_beads anal_insertion anal_object_insertion arms_behind_back bondage bottomless brown_eyes checkered fang fangs female female_only footwear hood hoodie insertion kneeling naked_hoodie nopan object_insertion pettanko raglan_sleeves rope sex sex_toy shoes short_hair socks solo spread_legs tears vagina androgynous bdsm loli tomboy contentious_content artist_request copyright_request Rating:Explicit Score:4.8 Size:600x800 User:anonymous,tomboy
117214,bleach hentai_key arisawa_tatsuki glenn_andrean uncensored 1girl anus ass black_hair breasts medium_breasts nipples nude short_hair solo vagina tomboy Rating:Explicit Score:4.6 Size:700x529 User:anonymous,tomboy
122330,bleach arisawa_tatsuki mosha tatsuki 1:1_aspect_ratio 1girl abs angry arisawa aura breasts cameltoe creepy female female_only glowing large_breasts muscle muscular_female pubic_hair red_eyes short_hair solo torn_clothes tomboy Rating:Explicit Score:3.8 Size:640x640 User:anonymous,tomboy
128090,touhou_project wriggle_nightbug kumadano sketch 1girl antennae cape female green_eyes green_hair short_hair solo reverse_trap tomboy Rating:Safe Score:5.0 Size:915x850 User:anonymous,tomboy
131494,touhou_project wriggle_nightbug aojiru_(shiro_to_kuro_no_mukyou) aoziru 5:4_aspect_ratio 1girl antennae cape female green_eyes green_hair solo androgynous reverse_trap tomboy Rating:Explicit Score:0.0 Size:900x720 User:anonymous,tomboy
131843,touhou_project wriggle_nightbug suichuu_hanabi 1girl antennae bug cape female fusuma green_eyes green_hair insect pillbug solo reverse_trap tomboy Rating:Explicit Score:2.0 Size:670x611 User:anonymous,tomboy
140748,touhou_project wriggle_nightbug 4:3_aspect_ratio :> >:> 1girl antennae arm_behind_back bangs black_shorts bob_cut brown_footwear brown_shoes buttons cape cape_removed clothing collared_shirt female fireflies footwear full_body green_eyes green_hair long_sleeves pettanko shirt shoes short_hair shorts solo torn_cape torn_clothes viewed_from_below v-shaped_eyebrows white_shirt tomboy Rating:Explicit Score:0.0 Size:800x600 User:anonymous,tomboy
145101,touhou_project wriggle_nightbug yuzuki_(artist) yuzuki_(yuduame) simple_background white_background 1girl antennae black_bow black_bowtie black_footwear black_neckwear black_shoes bob_cut bow bowtie buttons cape child clothing collared_shirt dress_shirt embracing female footwear full_body green_eyes green_hair hug long_sleeves looking_at_viewer :o pants puffy_pants puffy_shorts shirt shoes short_hair shorts socks solo standing white_shirt tomboy bad_id Rating:Explicit Score:0.0 Size:392x560 User:anonymous,tomboy
148439,touhou_project wriggle_nightbug suichuu_hanabi 1girl antennae bug butterfly cape female flower fusuma green_eyes green_hair insect solo reverse_trap tomboy Rating:Explicit Score:1.0 Size:550x891 User:anonymous,tomboy
161506,touhou_project wriggle_nightbug yuzuki_(artist) yuzuki_(yuduame) simple_background white_background 1girl antennae black_bow black_bowtie black_footwear black_neckwear black_shoes bob_cut bow bowtie buttons cape child clothing collared_shirt dress_shirt embracing female footwear full_body green_eyes green_hair hug long_sleeves looking_at_viewer :o pants puffy_pants puffy_shorts shirt shoes short_hair shorts socks solo standing white_shirt tomboy potential_duplicate Rating:Explicit Score:0.0 Size:490x700 User:anonymous,tomboy
163269,touhou_project devil_may_cry konpaku_youmu konpaku_youmu_(ghost) hitodama pangea parody 1girl ascot black_hairband black_hair_ornament black_ribbon expressionless female floating ghost hairband hair_ornament hair_ribbon jacket long_sleeves open_clothes open_jacket red_eyes ribbon short_hair silver_hair solo transparent upper_body white_hair tomboy Rating:Safe Score:5.0 Size:453x640 User:anonymous,tomboy
166508,touhou_project wriggle_nightbug 1girl alternative_eye_color antennae bangs blue_eyes blue_shorts blush breast_pocket buttons cape clothing collared_shirt eyebrows_visible_through_hair female fireflies footwear full_body grass green_hair juliet_sleeves lake long_sleeves mary_janes moon moonlight nature night night_sky outdoors pocket puffy_shorts puffy_sleeves reflection shirt shoes short_hair shorts sky smile socks solo tree water white_shirt tomboy Rating:Explicit Score:0.0 Size:645x600 User:anonymous,tomboy
170638,kizuato kashiwagi_azusa bang-you high_resolution uncensored monochrome greyscale 1girl blush bondage breasts cheek_bulge cheek_poking clothes_pull clothing fellatio female forced gym_shorts hand_on_another's_head hand_on_head large_breasts nipple_tweak oral penis poking sex_toy shirt shirt_lift shirt_pull short_hair shorts solo_focus spats tape tears toned vibrator bdsm rape tomboy Rating:Explicit Score:4.8 Size:1279x1814 User:anonymous,tomboy
175118,ogata_18 1girl footwear kneehighs school_uniform serafuku short_hair sitting socks solo tomboy Rating:Explicit Score:0.0 Size:509x700 User:anonymous,tomboy
176337,gouketsuji_ichizoku matrimelee joumon_hikaru nakano_tomokazu simple_background white_background official_art cowboy_shot low_resolution 1girl black_shirt black_shorts blue_hair bracelet cane clothing female holding jewelry long_sleeves looking_to_the_side one_arm_up school_uniform serafuku shirt short_hair shorts solo androgynous reverse_trap tomboy Rating:Safe Score:4.0 Size:194x384 User:anonymous,tomboy
176931,persona persona_4 shirogane_naoto yasogami_school_uniform nekomura_maccha 1girl blue_hair blush chocolate_mint female food ice_cream school_uniform serafuku short_hair smile solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:500x625 User:anonymous,tomboy
176959,fate_(series) fate/stay_night homurahara_academy_uniform makidera_kaede shinama 1girl black_eyes black_hair black_legwear blush clothing dark_skin female footwear full_body juliet_sleeves legwear long_sleeves no_shoes pantsu puffy_sleeves school_uniform serafuku short_hair shorts shorts_pull single_stripe single_vertical_stripe sitting socks solo spats underwear undressing vest white_panties white_underwear androgynous tomboy Rating:Explicit Score:3.5 Size:750x765 User:anonymous,tomboy
177035,original ez6 1girl breasts clothing female female_only highleg highleg_panties huge_breasts orange_eyes pantsu red_eyes school_uniform serafuku short_hair solo standing thong underwear uniform white_hair white_thong androgynous tomboy Rating:Questionable Score:4.9 Size:637x900 User:anonymous,tomboy
177430,fate_(series) fate/stay_night homurahara_academy_uniform makidera_kaede yu_65026 sketch 1girl barefoot black_hair blush bow clothing feet female panchira pantsu ribbon school_uniform serafuku short_hair sitting soles solo spread_legs toes underwear upskirt tomboy Rating:Explicit Score:4.2 Size:800x700 User:anonymous,tomboy
177438,persona persona_4 shirogane_naoto yasogami_school_uniform 1:1_aspect_ratio low_resolution 1girl blue_hair cabbie_hat clothing female hat headwear school_uniform serafuku short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:450x450 User:anonymous,tomboy
178198,persona persona_4 uk-works shirogane_naoto yasogami_school_uniform 1girl bandages between_breasts blue_eyes blush bottomless breasts budget_sarashi cabbie_hat clothing female gakuran hat headwear large_breasts nopan open_clothes open_shirt purple_hair sarashi school_uniform serafuku shirt short_hair solo vagina tomboy Rating:Explicit Score:4.7 Size:620x1000 User:anonymous,tomboy
184171,original tks takase_(harakiri) simple_background red_background 1girl angry asymmetrical_legwear black_legwear bra brown_hair clothing female legwear lingerie long_hair midriff pantsu pleated_skirt polka_dot polka_dot_bra polka_dot_panties polka_dot_underwear red_eyes school_uniform serafuku serious single_thighhigh skirt solo thighhighs torn_clothes underwear uniform tomboy Rating:Explicit Score:0.0 Size:600x805 User:anonymous,tomboy
184613,persona persona_4 shirogane_naoto yasogami_school_uniform 1girl blue_eyes blue_hair cabbie_hat clothing female hat headwear pote_(uzzz) school_uniform serafuku short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:5.0 Size:342x550 User:anonymous,tomboy
187480,minami-ke minami_touma awa low_resolution oekaki 1girl black_hair clothing long_sleeves school_uniform serafuku skirt solo thighhighs androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:300x400 User:anonymous,tomboy
187741,persona persona_4 shirogane_naoto yasogami_school_uniform darao 1girl blue_hair clothing dro embarrassed female footwear school_uniform serafuku short_hair skirt socks solo tomboy Rating:Questionable Score:5.0 Size:498x650 User:anonymous,tomboy
188156,minami-ke minami_touma fuwa_yahiko 1girl blue_hair book clothing cushion female long_sleeves school_uniform serafuku short_hair skirt solo thighhighs thighs zettai_ryouiki tomboy Rating:Safe Score:5.0 Size:670x520 User:anonymous,tomboy
188799,persona persona_4 shirogane_naoto yasogami_school_uniform 1girl blue_hair cabbie_hat clothing female hat headwear pantyhose school_uniform serafuku short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:353x829 User:anonymous,tomboy
189501,persona persona_4 shirogane_naoto yasogami_school_uniform low_resolution 1girl blue_hair cabbie_hat clothing countdown female hat headwear pote_(uzzz) school_uniform serafuku short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:5.0 Size:325x475 User:anonymous,tomboy
212468,minami-ke minami_touma getsuei_asuha 1girl female short_hair shorts solo androgynous reverse_trap tomboy translated Rating:Safe Score:0.0 Size:400x600 User:anonymous,tomboy
212488,minami-ke minami_touma gofu monochrome greyscale sketch traditional_media 1girl :3 female female_only necktie ribbon short_hair smile solo androgynous reverse_trap tomboy trap Rating:Safe Score:5.0 Size:560x454 User:anonymous,tomboy
212744,minami-ke minami_touma high_resolution screen_capture stitched 1girl black_eyes black_hair cherry_blossom female kimono petals pettanko robe short_hair solo wafuku androgynous reverse_trap tomboy third-party_edit Rating:Questionable Score:0.0 Size:1232x1471 User:anonymous,tomboy
213983,lyrical_nanoha mahou_shoujo_lyrical_nanoha mahou_shoujo_lyrical_nanoha_strikers subaru_nakajima johnny_(from_scratch) simple_background white_background monochrome greyscale 1girl ahoge breasts female knee_pads large_breasts leg_up looking_at_viewer navel short_hair solo standing standing_on_one_leg tomboy Rating:Explicit Score:0.0 Size:541x800 User:anonymous,tomboy
214971,lyrical_nanoha mahou_shoujo_lyrical_nanoha mahou_shoujo_lyrical_nanoha_strikers medicine_melancholy subaru_nakajima kichiroku cowboy_shot 1girl armor blonde_hair blue_hair blue_shorts brown_hair bulge clenched_hand clothing crop_top drill emphasis_lines faulds female female_only grey_jacket headband jacket knee_pads legwear long_sleeves looking_at_viewer military military_uniform naval_uniform navel :o >:o open_clothes open_jacket open_mouth short_hair shorts solo standing stomach_bulge teardrop thighhighs uniform v-shaped_eyebrows waist_cape yellow_eyes yellow_legwear androgynous tomboy Rating:Safe Score:5.0 Size:500x744 User:anonymous,tomboy
223572,persona persona_4 shirogane_naoto mito_ayame 1girl black_hair blush breasts clothing female footwear medium_breasts no_bra open_clothes open_shirt pantsu shirt short_hair shy socks solo striped striped_panties striped_underwear underwear tomboy Rating:Questionable Score:0.0 Size:537x714 User:anonymous,tomboy
225187,sister_contrast! umino_tsubame tonpuu cg_art 4:3_aspect_ratio game_cg 1girl blush brown_hair clothing desk eyes_closed female female_only headband inline_skates masturbation open_mouth pantsu pen roller_skates school_uniform sitting skateboard skates skirt solo spread_legs striped striped_panties striped_underwear underwear uniform upskirt vaginal_juices wet wet_clothes wet_panties loli tomboy contentious_content Rating:Explicit Score:4.9 Size:800x600 User:anonymous,tomboy
226663,pokemon pokemon_(anime) pokemon:_the_electric_tale_of_pikachu nintendo pokemon_character gym_leader misty_(pokemon) simple_background 1girl ass asymmetrical_hair back bare_shoulders belly bent_over blue_eyes blush breasts cleavage clothing crop_top curvaceous denim denim_shorts erect_nipples female female_only hair_ornament hands happy hips hotpants huge_breasts large_breasts legs looking_back midriff naughty_face navel nipples orange_hair ponytail shirt shorts short_shorts side_ponytail smile solo suspenders teasing tied_hair tight tight_clothes underboob wide_hips tomboy bad_id Rating:Questionable Score:4.7 Size:411x594 User:anonymous,tomboy
226810,fullmetal_alchemist winry_rockbell 1girl bandana blonde_hair blue_eyes bra breasts clothes_pull clothing earrings female gloves jewelry large_breasts long_hair mechanic midriff navel nipples ponytail shirt shirt_lift shirt_pull solo strapless sweat tied_hair top_lift tubetop underboob tomboy Rating:Explicit Score:4.5 Size:469x644 User:anonymous,tomboy
227177,pokemon pokemon_(anime) pokemon:_the_electric_tale_of_pikachu nintendo pokemon_character gym_leader misty_(pokemon) satsuki_imonet s_tanly simple_background white_background 1girl adult asymmetrical_hair bare_shoulders between_breasts blush breasts cleavage clothes_pull clothing crop_top curvaceous denim denim_shorts erect_nipples female female_only green_eyes hair_bobbles hair_ornament hands hat headwear hips huge_breasts large_breasts legs midriff naughty_face navel nipples older open_fly orange_hair pointing pointing_up poke_ball poke_ball_(generic) ponytail red_hair shirt shirt_lift shirt_pull shorts short_shorts side_ponytail smile solo suspenders teasing tied_hair tight unbuttoned underboob unzipped wide_hips tomboy Rating:Questionable Score:4.7 Size:600x849 User:anonymous,tomboy
227245,igpx liz_ricarro haruyama_kazunori 1girl areolae areola_slip arms_up blue_eyes breasts breast_slip brown_hair brownie clothes_pull clothing dark_skin dark-skinned_female female female_only medium_breasts nipples nipple_slip pantsu shirt shirt_lift shirt_pull short_hair solo underboob underwear wardrobe_malfunction tomboy Rating:Explicit Score:4.5 Size:481x550 User:anonymous,tomboy
227815,fullmetal_alchemist winry_rockbell 1girl blonde_hair blue_eyes blush bra breasts clavicle clothing earrings female gloves jewelry large_breasts long_hair mechanic midriff navel smile solo strapless tubetop underboob wrench tomboy Rating:Explicit Score:4.5 Size:500x700 User:anonymous,tomboy
227874,idolmaster idolmaster_(classic) the_idolm@ster_(classic) idolmaster_live_for_you! idolmaster_sp beyond_the_stars ganaha_hibiki kikuchi_makoto ganaha_hibiki_(cosplay) nekopuchi simple_background 1girl bandeau_bikini belt bikini blue_eyes breasts brown_hair clothing female female_only flapper_shirt jewelry midriff pettanko project_fairy short_hair skinny small_breasts solo underboob vest androgynous tomboy Rating:Safe Score:4.7 Size:737x900 User:anonymous,tomboy
227892,girls_museum minamino_kanata high_resolution very_high_resolution wallpaper scan 1girl barefoot bare_shoulders belly blonde_hair breasts brown_eyes brown_hair clothing couch crop_top feet female girls_avenue hands headphones legs living_room midriff no_bra open_pants orange_hair pants pantsu radio room shorts sitting small_breasts solo stereo striped striped_panties striped_underwear stuffed_animal stuffed_toy teddy_bear underboob underwear unzipped tomboy potential_duplicate Rating:Questionable Score:5.0 Size:3290x2460 User:anonymous,tomboy
228062,cowboy_bebop edward_wong_hau_pepelu_tivrusky_iv shinachiku monochrome greyscale 1girl adult blush_stickers breasts dark_skin erect_nipples erect_nipples_under_clothes female medium_breasts nipples older red_hair short_hair solo spats underboob tomboy Rating:Explicit Score:4.9 Size:409x705 User:anonymous,tomboy
228077,precure yes!_precure_5 futari_wa_precure natsuki_rin yurikawa 1girl ball breasts clothes_pull clothing denim female gloves jeans pants shirt shirt_lift shirt_pull small_breasts soccer soccer_ball solo sweat underboob white_soccer_ball tomboy Rating:Questionable Score:4.0 Size:480x800 User:anonymous,tomboy
228206,original tekkotsu_(tekkotz) tarako_(bradypus) censored convenient_censoring 1girl abs belt black_eyes black_hair boxer breasts clothing female gauntlets gloves halo medium_breasts muscle open_fly pantsu scar short_hair solo topless towel underboob underwear unzipped window workou androgynous tomboy bad_id bad_pixiv_id Rating:Explicit Score:4.8 Size:981x950 User:anonymous,tomboy
228295,dragon_ball dragon_ball_z videl haruyama_kazunori 1girl areolae black_hair blue_eyes breasts cameltoe clothes_pull clothing female female_only fingerless_gloves gloves latex medium_breasts navel no_bra shirt shirt_lift shirt_pull skin_tight solo spats sweat tied_hair twintails underboob tomboy Rating:Questionable Score:4.7 Size:433x650 User:anonymous,tomboy
228398,bleach arisawa_tatsuki monochrome greyscale 1girl china_dress chinese_clothes dress female one_eye_closed short_hair solo wink tomboy Rating:Safe Score:0.0 Size:843x854 User:anonymous,tomboy
228413,bleach arisawa_tatsuki 1:1_aspect_ratio monochrome greyscale low_resolution oekaki 1girl female school_uniform serafuku short_hair solo tomboy Rating:Safe Score:5.0 Size:450x450 User:anonymous,tomboy
228517,bleach arisawa_tatsuki monochrome blue_theme 1girl belt blue clothing denim female fingerless_gloves gloves jeans pants short_hair solo wristband tomboy Rating:Safe Score:0.0 Size:390x830 User:anonymous,tomboy
228552,bleach arisawa_tatsuki mosha low_resolution 1girl abs black_hair blush breasts breasts_apart female female_only medium_breasts muscle muscular_female nipples nude short_hair solo tomboy translated Rating:Explicit Score:4.2 Size:184x244 User:anonymous,tomboy
228620,bleach arisawa_tatsuki 1girl arm_support black_hair blush breasts brown_eyes clothing embarrassed erect_nipples erect_nipples_under_clothes flexible large_breasts nipples panchira panchira_(sitting) pantsu pink_panties school_uniform serafuku short_hair sitting skirt solo split spread_legs sweat underwear upskirt tomboy Rating:Questionable Score:5.0 Size:800x677 User:anonymous,tomboy
228630,bleach arisawa_tatsuki monochrome greyscale sketch 1girl female school_uniform serafuku solo tomboy translation_request Rating:Safe Score:5.0 Size:607x793 User:anonymous,tomboy
228789,bleach arisawa_tatsuki english text english_text 1girl belt black_hair engrish_text female inline_skates jacket jewelry jumping long_sleeves midriff necklace open_mouth roller_skates short_hair skates solo tomboy ranguage engrish Rating:Safe Score:5.0 Size:420x549 User:anonymous,tomboy
